stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_url,location_type,parent_station
60447,BAHARİYE CADDESİ,40.79309,29.41146,0,,0,
60428,MEHMET AKİF ERSOY CAMİ,40.7934958,29.4185325,0,,0,
30429,OKUL CADDESİ,40.7842285,29.3994044,0,,0,
30107,DARICA BELEDİYE HİZMET BİNASI,40.7622019,29.3859754,0,,0,
30430,OKUL CADDESİ 1,40.78416452,29.39985394,0,,0,
30431,ÇEVİK SOKAK,40.78202868,29.39722262,0,,0,
20261,ÇAĞRI SOKAK,40.8461774,29.3803414,0,,0,
90120,HEDİYELİ 4,41.058652,30.050035,0,,0,
20286,ALİYA İZZET BEGOVİÇ PARKI,40.8627881,29.3757108,0,,0,
41293,KADİFE SOKAK 1,40.8666768,29.3802441,0,,0,
30211,ARAS SOKAK,40.78951316,29.37321805,0,,0,
30212,ARAS SOKAK 1,40.78945661,29.37332749,0,,0,
30416,BARBAROS İLKOKULU 1,40.78907278,29.3895158,0,,0,
30425,60. YIL ORTAOKULU 1,40.78608599,29.39913034,0,,0,
30426,60. YIL ORTAOKULU,40.786194,29.399063,0,,0,
81139,NAMIK KEMAL ANADOLU LİSESİ,40.7670974,29.9561992,0,,0,
80401,ARNAVUT SOKAK 1,40.7920137,29.9630013,0,,0,
30433,BİNGAZİ SOKAK 1,40.78163807,29.39482258,0,,0,
30434,BİNGAZİ SOKAK,40.78141758,29.39462183,0,,0,
30438,RAUF ORBAY CADDESİ,40.7801931,29.39239414,0,,0,
30439,SEVENGÜL SOKAK,40.77927895,29.39067524,0,,0,
30440,SEVENGÜL SOKAK 1,40.779404,29.39064,0,,0,
60206,ULUS ORTAOKULU,40.8091017,29.3917861,0,,0,
30062,CİHAN SOKAK,40.78085,29.409489,0,,0,
10029,YENİKÖY YURT 1,40.6949796,29.8922321,0,,0,
10895,MACUR SOKAK,41.1706483,30.3414577,0,,0,
10032,YENİKÖY ÜÇYOL 1,40.693054,29.897976,0,,0,
70438,YÜZBAŞILAR KAPI,40.72467,29.79993,0,,0,
10038,CEYHAN CADDESİ,40.70688075,29.90383506,0,,0,
70443,GÖLCÜK KERİM AĞA,40.716633,29.806116,0,,0,
10061,YEŞİLKENT ORTAOKULU,40.68338383,29.92637814,0,,0,
96601,SULTAN ABDÜLHAMİTHAN CAMİ 1,40.704847,30.023995,0,,0,
10067,BAHÇECİK ÜÇYOL 1,40.66803602,29.91492974,0,,0,
10068,YETİMOĞLU SOKAK,40.66792105,29.91456651,0,,0,
10070,BAHÇECİK SPOR STADI,40.66841,29.912613,0,,0,
10071,BAHÇECİK HÜRRİYET CADDESİ,40.67066864,29.91223584,0,,0,
10075,TÜRKOĞLU SOKAK,40.679092,29.911371,0,,0,
40300,GÖRKEM SOKAK 1,40.7771008,29.8086494,0,,0,
41012,MEHTER SOKAK,40.705379,29.941173,0,,0,
11323,BAŞİSKELE VALİDE KÖPRÜ,40.60346006,29.5355745,0,,0,
10079,GÜNDÜZ SOKAK,40.68522862,29.91022362,0,,0,
10082,YALDIZ SOKAK,40.69381759,29.90955532,0,,0,
10083,CENK SOKAK,40.71166337,29.92424258,0,,0,
10084,TÜPRAŞ TİCARET LİSESİ 2,40.71147397,29.92539252,0,,0,
10085,TÜPRAŞ TİCARET LİSESİ 1,40.71138463,29.92540306,0,,0,
10087,HÜRMET SOKAK,40.71002966,29.92650437,0,,0,
10088,BAŞİSKELE KAYMAKAMLIK 1,40.71057344,29.9295186,0,,0,
70107,6. ADA,40.697765,29.833633,0,,0,
10039,BAHÇECİK FIRIN,40.70450535,29.90333811,0,,0,
10040,BAHÇECİK FIRIN 1,40.704422,29.903217,0,,0,
10041,YENİ MAHALLE ÜST DURAK,40.70261808,29.90369407,0,,0,
10043,YENİKÖY SAPAĞI 2,40.69957135,29.90514128,0,,0,
10044,KOÇOĞLU CADDESİ 1,40.69776652,29.9068771,0,,0,
10045,HACI ASLAN CADDESİ,40.69633756,29.90845636,0,,0,
98148,CEMAL GÜRSEL CADDESİ,40.7775042,29.7135929,0,,0,
96485,BAHÇELİEVLER CAMİ,40.7433164,30.0390437,0,,0,
90020,EŞME D 100,40.7320094,30.1900054,0,,0,
10050,BAHÇECİK DAMLAR İLKOKULU 1,40.69410548,29.91916808,0,,0,
10051,BAHÇECİK DAMLAR İLKOKULU,40.69406379,29.91933897,0,,0,
