kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
0040001673,SONER KILIÇARSLAN,null,01907,40.786891,29.973486,SONER GIDA,0,YEŞİLOVA MAH.İRADE SOK.NO:1/C
0040001682,MELİHA YÜCE,null,01919,40.913671,30.189293,İBONUN YERİ,0,BAĞLICA MAH.ROÇKAN MEVKİ TÜMEN EVLERİ
0040001699,ALİMCAN ALMA,null,01940,40.818009,29.432139,İNADINA ALİŞİM BÜFE 2,0,İNÖNÜ MAH.İBRAHİM AĞA CAD.NO:250/A
0040001705,DOĞAN POLAT,null,01946,40.75919,29.943218,ÇİĞKÖFTECİ SAİT,0,KARABAŞ MAH.LEYLA ATAKAN CAD.NO:39 İÇ KAPI B
0040001715,KAMİL YÜCEL,DERİNCE,01956,40.75919,29.943218,DERİNCE GIDA VE SÜT MAMÜLLERİ,0,ÇENEDAĞ MAH. HAFIZ HASAN YILMAZ CAD. NO:76/A DERİNCE
0040001727,HASAN ALTINTAŞ,GEBZE,01968,40.797508,29.436932,ALTINTAŞ BÜFE,0,SULTAN ORHAN MAH. HÜKÜMET CAD. NO:107/A
0040001729,HATİCE BAYRAM ,GEBZE,01971,40.818035,29.386627,DEMİR TEKEL ,0,CUMHURİYET MAH.MİMAR SİNAN CAD. NO:157/A
0040001733,SERKAN TOPÇU,null,01975,40.76421,29.883737,SERT BAKKAL,0,YENİ MAH.İNKILAP CAD.NO:38/B
0040001734,NAİL CANDAN,null,01977,40.765402,29.930415,ÖYKÜ BÜFE,0,KARABAŞ MAH.ABDURRAHMAN YÜKSEL CAD.NO:26
0040001735,DİLEK CEYLAN,null,01978,40.75919,29.943218,DİLEK CEYLAN FATURAMATİK,0,AK DURAK MAH.KIŞLA CAD.NO:10/A
0040001736,FIRAT ÇELİK ,GEBZE,01979,40.825473,29.369692,TEKNOLOCİKS ,0,TATLIKUYU MAH. KÖRFEZ CAD. NO:63/A 
0040001744,BURAK OKUR,GEBZE,01987,40.804183,29.390598,SARICAMİ BÜFE,0,ULUS MAH. YAŞAR DOĞU CAD. NO:126/E
0040001745,GÜLER ÇİMEN ,GEBZE,01988,40.803619,29.419353,ÇİMEN MARKET,0,MEVLANA MAH. SARIKAMIŞ ŞEHİTLERİ CAD. NO:22/A
0040001756,AHMET ZORLU,null,02010,40.665367,29.822675,HAMİDİYE MARKET,0,HAMİDİYE MAH.HAMİDİYE MERKEZ MEVKİ KÜME EVLERİ NO:130/A
0040001774,MUHAMMET USTA,null,02031,40.776474,29.972817,SON YAZ KAFE,0,YAHYA KAPTAN MH. SEYMEN CD. NO 39/1 İÇ KAPI NO: P01 İZMİT
0040001558,FATIMA SAĞRA ÖZTÜRK,null,01763,40.68843,30.010445,DİRİLİŞ MARKET,0,DOĞAN TEPE MAH.DOĞANTEPE İZMİT CAD.NO:2/B BAŞİSKELE
0040001584,İBRAHİM ŞAHİN,null,01806,40.743192,30.018956,KMT MARKET,0,FATİH SULTAN MEHMET MAH.İLİM CAD.NO:44
0040001603,RAMAZAN KESKİN,DERİNCE,01829,40.756318,29.803647,KESKİN MARKET,0,YAVUZ SULTAN MAH. GÜNEŞ SOK. NO:3 DERİNCE
0040001621,ÜMMÜHAN SAĞLIK,null,01848,40.790739,29.966384,KAYALAR MARKET,0,YEŞİLOVA MAH.GÜNDOĞDU CAD.NO:75 
0040001623,MUSTAFA ŞİMŞİR,null,01850,40.776227,29.815779,BAM BÜFE,0,YENİKENT MAH.CENGİZ TOPEL CAD.NO:11
0040001636,AHMET AYAZ,null,01866,40.731125,30.046242,AYAZ MARKETÇİLİK GIDA  İNŞ.SAN.VE TİC.LTD.ŞTİ,0,SARIMEŞE MAH.NİAZMİ CEDİT CAD.NO:1/1A
0040001641,OSMAN ÖZKAN,null,01871,40.815029,29.582262,ÖZKAN MARKET,0,ÇERKEŞLİ MAH.GÜMÜŞ PALA CAD.NO:42 A İÇKAPI NO:A
0040001654,AKİF KAVŞUT,null,01885,40.800006,29.930145,NİKOMEDYA MARKET VE TEKEL,0,KABAOĞLU MAH.PROF.BAKİ KOMŞUOĞLU BULVARI NO:183/A
0040001657,ESRA NUR BÜYÜKBAŞOĞLU,null,01889,40.783796,29.966001,ERNEP MARKET BÜFE,0,TAVŞANTEPE MAH.DİLEK SOK.NO:30/1
0040001662,ÜGP GIDA TAR.ÜRN.KİMY.MAD. HAYV.NAK.İNŞ.TURZ.SAN.VE TİC,null,01894,41.037665,29.949515,ÜNAL MARKET,0,AKÇAOVA KÖYÜ NO:91 
0040001671,ERKAN AKTAŞ,null,01905,40.769611,29.920985,EYLÜL GIDA,0,ORHAN MAH.AYDINLIK SOK.NO:20/A 
0040001709,ABDULKADİR ÖZKAR,null,01950,40.75919,29.943218,ÖZKAR MARKET,0,YUVACIK KAYACIK MAH.HACI MAHMUT CAD.NO:105İÇ KAPI NO:A
0040001750,HACI KANDEMİR,GEBZE,02004,40.75919,29.943218,KANDEMİR BÜFE ,0,MİMARSİNAN MAH. 6. SOKAK NO:21 İÇKAPI A
0040001763,YUDUM CENGİZ,null,02020,40.75919,29.943218,CENGİZLER MARKET,0,SIRASÖĞÜTLER MAH.AYDINLAR CAD.NO:55
0040001593,SERDAR YAŞAYAN,null,01817,40.745927,30.058958,DENİZ MARKET,0,UZUN ÇİFTLİK EMEKEVLER MH. 100. YIL CAD. NO:34
0040001596,AHMET TANRIKULU,null,01822,40.690244,30.028554,KÖRFEZ GIDA,0,ASLANBEY MAH.KIŞLA CAD.NO:6/A
0040001670,ORHAN TARIM,null,01904,40.783565,29.410002,HAS BÜFE,0,ABDİ İPEKÇİ MAH. ETHEM BEY CAD.NO:41/A
0040001693,MURAT TEMEL,GEBZE,01934,40.78507,29.617281,4 YOL TEKSTİL GIDA,0,HACI AKİF MAH. SÜMER CAD. NO:2/A HEREKE
0040001711,MEHMET GÖKDUMAN,null,01952,40.75919,29.943218,CEYDA KIRTASİYE,0,YAVUZ SULTAN MAH.BİLE SOK.NO:4/B
0040001739,FATMA KARAMAN,null,01982,40.75919,29.943218,BAŞAK BÜFE,0,YENİKENT MAH.KAZIM KARABEKİR CAD.14 NOLU BÜFE
0040001764,MURAT SİSNELİOĞLU,null,02021,40.75919,29.943218,KENT BÜFE,0,YENİ MAH.FATİH CAD.NO:133 İÇ KAPI NO/B
0040001767,DENİZ GÜNDOĞAN,null,02024,40.772065,29.822973,UMUT MARKET,0,FATİH SULTAN MAH.ÖĞRETMENLER CAD.NO:155/A
0040001768,OSMAN SEZER,null,02025,40.78738,29.989337,SEZER MARKET,0,KARADENİZLİLER MAH.ÖMER MUHTAR CAD.NO:1A
0040001773,ENDER BULUT,null,02030,40.776351,29.803962,KÖRFEZİM 41 TEKEL,0,YAVUZ SULTAN SELİM MAH.YAŞAR DOĞU CAD.EMLAK KON.İŞ MER.NO:57/C
0040001777,EMİNE DURNA,null,02034,40.778216,29.99114,DRN BAKKAL,0,FEVZİ ÇAKMAK MAH.SEFA SİRMEN CAD.NO:25/1
0040001778,ADNAN BAYKAL,null,02035,40.778787,29.809676,null,0,YENİKENT MAH.GÖNÜL SOK.NO:4
0040001783,SERDAR ÇETİNKAYA,GEBZE,02041,40.75919,29.943218,DURAK BÜFE,0,MİMAR SİNAN MAH. 6.SOKAK PTT NO:21 
0040001784,ENES ERMİŞ,null,02042,40.75919,29.943218,ERMİŞLER ŞEN BAKKAL,0,FATİH SULTAN MEHMET MAH.MİNE SOK.NO:29 İÇ KAPI NO:A
0040001785,AKİFCAN ÇEVİK,DARICA,02043,40.777626,29.411489,ÇEVİK BAKLİYAT ,0,ABDİ İPEKCİ MAH. ŞEHİT GAFFAR OKTAM CAD. NO:40
0040001787,KARADAĞLAR TURİZM,GEBZE,02045,40.75919,29.943218,KARADAĞLAR YAMAN BÜFE,0,FEVZİ ÇAKMAK EĞİTİM CAD. NO:3/A
0040001788,BARIŞ ATAY,null,02046,40.788316,29.9731933,YAYLA KURUYEMİŞ,0,YEŞİLOVA MAH.TURAN GÜNEŞ CAD.NO:719/B
0040001790,MAZLUM GÜL,GEBZE,02049,40.75919,29.943218,MERKEZ BÜFE,0,MİMAR SİNAN MAH. İSTİKLAL CAD. NO:3/A
0040001792,GAMZE ÇALIŞKAN ,GEBZE,02054,40.825357,29.370714,İSTANBUL BÜFE,0,EMEK MAH. FİKRİ ALTIOKKA CAD. NO:78/A
0040001793,BEKİR AYBİRDİ,GEBZE,02055,40.788709,29.373563,ERGAZ BÜFE ,0,OSMANGAZİ MAH. AŞIROĞLU CAD. NO:141
0040001794,UMUT EŞME,null,02056,40.773749,29.81522,ÖZDEN BÜFE,0,YENİKENT MAH.SERPİL SOK.ÖZDEN BÜFE NO:4
0040001795,NEDİM UYSAL,null,02057,40.7743,29.808406,ARZUM İKRAM BÜFE,0,YENİKENT MAH.GÖRKEM SOK.NO:14
0040001557,NİMET NİHAT SÖNMEZ,İZMİT,01760,40.762053,29.923963,SÖNMEZ BÜFE,0,KEMALPAŞA MAH. YAVUZ SOK. NO:2/A
0040001599,MUZAFFER TUZCU,null,01825,40.803478,29.761269,TUZCU,0,İLİMTEPE MAH.18. SOK.İLİMTEPE KOOP.E BLOK NO:2 İÇ KAPI NO:1
0040001606,BURHAN SEVGİ,KOCAELİ,01832,40.79819,29.432989,MİLLENYUM 2000 ELEKTRONİK ,0,HACIHALİL MAH. 1220/1 NO:4 / H
0040001609,FATİH AYAR,GEBZE,01835,40.808122,29.444466,FATİH İLETİŞİM,0,ARAP ÇEŞME MAH.KAVAK CAD. NO:68/A
0040001611,MEHMET SEVER,İZMİT,01837,40.776225,29.962927,KÖRFEZ BAKKAL,0,TAVŞAN TEPE MAH. TURAN GÜNEŞ CAD. NO:465 İÇKAPI N:A 
0040001624,SAMİ KAHVECİ,null,01851,40.768698,29.965731,MİNİ DURU MARKET,0,YENİŞEHİR MAH.OVA SOK.NO:B/4
0040001625,NAZLI AKSU,null,01852,40.768093,29.968463,KAPTAN MİNİ MARKET,0,YAHYAKAPTAN MAH.Ş.ERGÜN KÖRCÜ SOK.NO:1/A
0040001631,ABDUL SEZER KARADAĞ,DARICA,01860,40.7906,29.378001,SEZER TEKEL,0,OSMANGAZİ MAH.ATATÜRK CAD.NO:258/1
0040001637,MUHAMMED EMİN KÜÇÜK,null,01867,40.732482,30.044406,YEDA MARKETÇİLİK GIDA.İNŞ.VE TİC.LTD.ŞTİ.,0,SARIMEŞE MAH.DEDE KORKUT CAD.NO:13/0
0040001651,TAHA BATUHAN KOCAGÖZ,null,01882,40.762552,29.935001,ŞIMARIK BÜFE,0,KARABAŞ MAH.ANKARA KARAYOLU CAD.NO:61/1 TURGUT ÖZAL ÜST GEÇİT ALTI
0040001708,HAMZA GÜR,null,01949,40.75919,29.943218,MEKAN MİNİ MARKET,0,28 HAZİRAN MAH.ESKİ İSTANBUL CAD.NO:110 1 BLOK/2
0040001737,HAKKI KARLI ,ÇAYIROVA,01980,40.833433,29.390516,DROGAN TEKEL ,0,AKSE MAH. MUHAMMER AKSOY CAD. NO:205/B
0040001738,TARKAN TEMEL ,GEBZE,01981,40.75919,29.943218,TEMPA MARKET ,0,GAZİLER MAH. 1788 SOKAK NO:28/1
0040001751,MUAZZEZ KAYA,null,02005,40.736522,30.031033,ELİBOL MARKET,0,FATİH SULTAN MEHMET MAH.AKŞEMSEDDİN CAD. ABLOK NO:36
0040001757,NEDİM GEÇMİŞ,null,02014,40.754099,29.954758,ÇARŞI KAFE,0,SANAYİ MAH. KOZALI SOK.NO:10/H İÇ KAPI NO:1
0040001759,AYŞENUR YAYLA,GEBZE,02016,40.809199,29.428591,YAYLA GIDA,0,GAZİLER MAH. ISSIKGÖL CAD. NO:28/A 
0040001760,SERPİL KARABULUT,null,02017,40.75919,29.943218,CADDE BÜFE,0,KUZEY MAH.CAHİT ZARİFOĞUL CAD.NO:17
0040001561,İLYAS YEŞİLDAL,null,01767,40.76359,29.938774,YEŞİLDAĞ BÜFE,0,KARABAŞ MAH. HAFIZ BİNBAŞI CAD.  NO:36-C İZMİT
0040001648,SEFA ŞAHİN,null,01878,40.773365,30.014682,ŞAHİN BÜFE,0,ALİKAHYA ATATÜRK MAH.A.MÜFİT BEY CAD.NO:83/1
0040001659,NİHAL MEŞE,null,01891,40.75934,29.787718,MÇ GIDA,0,GÜNEY MAH.ADNAN KAHVECİ CAD.NO:30
0040001663,ANNA BİNGÖL,KÖRFEZ,01896,40.770743,29.748788,ONUR BÜFE,0,MİMAR SİNAN MAH. MEHMET AKİF ERSOY CAD. NO:102 KÖRFEZ
0040001664,YUNUS DEMİRCİ,null,01897,40.784931,29.415492,DEMİRCİ AİLE BAKKALI,0,İSTASYON MAH. İSTASYON CAD. NO:58 GEBZE
0040001668,BİLAL AKYOL,null,01901,40.775378,29.773433,HAKYOL MARKET,0,ÇAMLITEPE MAH.YUNUS EMRE CAD.NO:103/A
0040001675,ŞEHRİ ÇİÇEK,null,01909,40.768979,29.872372,ÇİÇEK MİNİ MARKET,0,KOCATEPE MAH. STRADUM SOK.NO:32İÇ KAPI NO:A
0040001677,BÜLENT ERDAL,null,01912,40.765152,29.924149,YENİ TURAN BÜFE,0,TEPECİK MAH.İNÖNÜ CAD.ÖZAK NO:108 İÇ KAPI NO:E
0040001681,YUNUS ÇIRPAN,null,01918,40.779065,29.948682,YUSUF MARKET,0,28 HAZİRAN MAH.DERE SOK.NO:87/A
0040001712,ABDULLAH KOÇAK,null,01953,40.783492,29.399668,ÇEVRE KURUYEMİŞ,0,KAZIM KARABEKİR MAH.BALTA GAZİ CAD.NO:192/C
0040001752,ALİ KARADAĞ İNŞ.MAK.GIDA EML.D.GAZ TAAH.TİC.LTD.ŞTİ,null,02006,40.774997,29.791128,KARADAĞ MARKET,0,YAVUZ SULTAN SELİM MAH.SEMT SEDA CAD.NOI:43/A
0040001754,METİN ÖZDEMİR,null,02008,40.695792,30.091328,NUSRETİYE BAKKAL,0,NUSRETİYE MAH.NUSRETİYE İZMİT CAD.NO:105/A İÇ KAPI NO:A
0040001755,NURSİLE POLAT,null,02009,40.717568,29.782942,DÖRTYOL BÜFE,0,CUMHURİYET MAH.YALIYOLU CAD.NO:4/4
0040001761,YASEMİN ÇELİK,null,02018,40.75919,29.943218,DERİN BÜFE,0,KADIKÖY MAH.BAĞDAT CAD.NO:34/A
0040001769,HASAN GÜVEN,null,02026,40.752475,30.028286,MHMAR GIDA İNŞ.TİC.LTD.ŞTİ.,0,İSTASYON MAH.ANKARA CAD.LPG İSTASYON NO:81İÇKAPI A 
0040001776,OĞUZ KAAN DEMİR,GEBZE,02033,40.799415,29.43017,SÖĞÜTÖZÜ BÜFE,0,MUSTAFA PAŞA MAH. YENİ BAĞDAT CAD. NO:545
0040001779,ÜMİT TAĞGÜR,null,02036,40.775524,29.771693,ÜMİT MARKET,0,ÇAMLITEPE MAH.YUNUS EMRE CAD. NO:75/A
0040001780,RAŞİT SALMAN ,GEBZE,02037,40.75919,29.943218,RAŞİT İLETİŞİM ,0,YAVUZSELİM MAH. ANKARA CAD. 146/A
0040001781,HÜSNA AKSOY,null,02038,40.756492,29.795988,AKSOYLAR KURUYEMİŞ,0,FATİH MAH.AKŞEMSETTİN CAD.NO:49/A
0040001782,HASAN KARAKAŞ,null,02040,40.767313,29.936246,YADE BÜFE KURUYEMİŞ,0,CEDİT MAH.CEVDET BAĞDAT SOK.NO:2 İÇ KAPI 3
0040001809,SİNAN ÇELİK ,GEBZE,02099,40.75919,29.943218,TOKİ MARKET,0,CUMHURİYET MAH. GECİT SOKAK. NO:27/B 
0040001825,RAMAZAN YILDIRIM,null,02121,40.762264,29.878048,GİŞELER TEKEL SHOP,0,CUMHURİYET MAH.KARAYOLU SOK.NO:47/D
0040001836,ÖZKAN GÜLBAK ,GEBZE,02138,40.799196,29.429929,KURAŞ BÜFE,0,HACI HALİL MAH. YENİBAĞDAT CAD. NO:396 AKÇARŞI DURAĞI 
0040001843,RIFAT KOÇLARDAN ,null,02162,40.718379,29.819852,KOÇLARDAN BÜFE,0,MERKEZ MAH.36.SOK.NO:9/D
0040001844,ÖZGÜR TİLKİ,null,02163,40.761463,29.787847,CADDE BÜFE,0,KUZEY MAH.CAHİT ZARİFOĞLU CAD.NO:17/A
0040001849,MUAMMER OĞUL,null,02168,40.768343,29.854389,OĞUL MARKET,0,MERSİNCİK MAH.HAYAT CAD.NO:7/A
0040001857,MURAT AKPINAR,GEBZE,02177,40.75919,29.943218,AKPINAR BÜFE,0,MEVLANA MAH. MUHAMMER AKSOY CAD. NO:67
0040001860,ÜMİT DEMİR,KÖSEKÖY,02180,40.753355,30.01989,SİSTEM MARKET,0,İSTASYON MAH. HAMİT TURAN CAD. NO:3 KARTEPE/KOCAELİ
0040001871,GÜLÇİN TOPAL,null,02191,40.740205,30.051237,BAY BAKKAL,0,ATAEVLER MAH.SAPANCA YOLU CAD.NO:66
0040001873,MEHMET SIDDIK ZORLU,null,02193,40.772893,29.79501,HİSAR UNLU MAMÜLLERİ ,0,YAVUZ SULTAN SELİM MAH.OSMANGAZİ CAD.EMLAK KONUT KÖRFEZ KENT 4.ETAP A8 BLOK NO:49/C
0040001880,OSMAN FURUNCİ,GEBZE,02200,40.75919,29.943218,FURUNCİ BÜFE,0,EMEK MAH. FATİH SULTAN MEHMET CAD. MERKEZ CAMİ NO:29
0040001887,SİBEL BENGİ,GEBZE,02207,40.75919,29.943218,MASAL MARKET,0,OSMANGAZİ MAH. İSTİKLAL CAD. NO:172
0040001894,BELKIZ ERDOĞDU ,GEBZE,02216,40.75919,29.943218,ERDOĞDU BÜFE,0,ABDİ İPEKCİ MAH. İSTASYON CAD. NO:544 
0040001895,MUSTAFA DOYRAN,null,02217,40.772893,29.953789,ANKARA KURUYEMİŞ,0,BEKİRDERE MAH.BAŞARAN CAD.NO:2 İÇ KAPI NO:1
0040001900,LEYLA BAL,null,02224,40.75919,29.943218,SARAYBAHÇE ALIŞVERİŞ MERKEZLERİ TİC.A.Ş.,0,RÜZGARLI BAHÇE MAH.ÇAM PINARI SOK.NO:8/9 BEYKOZ ( 41 AVM )
0040001903,SALİH ÇOBAN,GEBZE,02227,40.75919,29.943218,DURAK BÜFE,0,MİMAR SİNAN MAH.6.SOKAK NO:21
0040001922,ARMAN İŞLEK,null,02309,40.7210514,29.7824008,İŞLEK BÜFE,0,DEĞİRMENDERE MERKEZ MAH.ÇINARLIK MEYDANI NO:3
0040001936,TÜLAY ÇIRAK,GÖLCÜK,02324,40.7161255,29.7528544,GEL MARKET GIDA TEKSTİL OTOMOTİV TİC. LTD. ŞİR.,0,HALIDERE YALI MAH. HALIDERE ATATÜRK BULVARI NO:69 C GÖLCÜK
0040001796,HALİL YOLSUZ,null,02058,40.736501,30.11757,DOĞA MARKET,0,İBRİKDERE MAH.İMAR CAD.NO:12 İÇ KAPI NO:A
0040001799,NURCAN DEMİR,GEBZE,02061,40.75919,29.943218,BAYRAMLAR GIDA,0,ULUS MAH. ŞEYİT MEHMET KARTAL CAD. NO:126/A
0040001800,İNCİ AYBALA CAMBAZ,null,02062,40.770678,29.881651,ADİL BAKKAL AYBALA,0,YENİ MAH.İNKILAP CAD.NO:222/A
0040001801,NADİR PEKER,null,02063,40.761972,29.81512,PEKER BÜFE,0,SIRRI PAŞA MAH.ÇAVDAR CAD.NO:54 İÇ KAPI NO:0
0040001806,ERDOĞAN MALKOÇ,GEBZE,02095,40.801905,29.435183,BALBADEM BÜFE,0,SIRASÖĞÜTLER MAH.OKUL CAD. NO:6 
0040001815,BÜMİN ARAFAT KELEŞ,null,02110,40.787489,29.946762,KÖŞEM MARKET,0,BALTA MAH.ÖZGÜRLÜK CAD.NO:11
0040001831,ÖMER ZÜMRE,GEBZE,02133,40.75919,29.943218,ZÜMRE MİNİ MARKET ,0,SULTAN ORHAN MAH. KIŞLA CAD. NO:56 
0040001841,EMİR TEBYEN,null,02160,40.699523,29.981244,NUR GIDA,0,PAŞADAĞ MAH.NEBİ SOK.NO:14 İÇ KAPI NO:1
0040001874,AHMET ERASLAN,null,02194,40.761122,29.952016,SELİN BÜFE,0,KÖRFEZ MAH.ALİ DİKMEN SOKAĞI NO:12 A/1
0040001879,ÇAĞRI HAMAMCI,null,02199,40.7657308,29.9640652,ÖMRÜM BÜFE,0,YENİŞEHİR MAH.ÖZDEN SOK.NO:31/B
0040001882,GÖKHAN KOÇBAY,null,02202,40.73997,30.04328,KÖŞEM MARKET,0,ATAEVLER MAH.AŞHANE SOK.NO:10/B
0040001897,SONER KOÇ,GEBZE,02219,40.75919,29.943218,ACİL BÜFE,0,FEVZİ ÇAKMAK MAH. ARSLAN SOKAK NO:1 
0040001898,HÜSEYİN GÖKHAN TAŞTEKİN,GEBZE,02220,40.75919,29.943218,MOR BÜFE,0,CUMHURİYET MAH. GÜMÜŞ SOKAK NO:4
0040001902,SABRİ SERİN,null,02226,40.75919,29.943218,SERİN KÖY ÜRÜNLERİ,0,BARBAROS MAH.YAVUZ SULTAN SELİM CAD.NO:58/3
0040001904,NURULLAH YAVUZ ,GEBZE,02237,40.75919,29.943218,YAVUZ BÜFE,0,HACI HALİL MAH. YENİ BAĞDAT CAD. NO:366
0040001909,LEVENT ÜNAL,KÖRFEZ,02248,40.75919,29.943218,DÖRT YOL BÜFE,0,HACİ AKİF MAH.SÜMER CAD. NO:10 
0040001910,MEHMET ALİ ÇELİK,null,02249,40.7720718,29.8134506,FATİH BÜFE,0,YENİKENT MAH.SÖNMEZ SOK.NO:10
0040001917,MUHAMMED ASLAN,GEBZE,02273,40.75919,29.943218,ENKA MARKET,0,ATATÜRK MAH. MUHAMMER AKSOY CAD. NO:15
0040001929,SALİH TOP,GEBZE,02317,40.75919,29.943218,BİZBİZE MARKET,0,ARAPÇEŞME MAH. EYÜPSULTAN CAD.NO:52
0040001930,NEDİM ÖZTÜRK,null,02318,40.7696488,29.9582452,ÖZTÜRK MARKET,0,YENİŞEHİR MAH.ŞEHİT KAZIM CAD.NO:88
0040001932,NAZLI KANDEMİR,null,02320,40.7697156,29.9514202,DENİZ BÜFE,0,MEHMET ALİ PAŞA MAH.ZİNCİRLİKUYU CAD.NO:46/B
0040001810,AYŞE GÜL KARATAŞ,null,02100,40.776296,29.80698,GÜVEN BÜFE,0,YENİKENT MAH.ÖZENLİ SOK.GÜVEN BÜFE NO:8/1
0040001813,ÖZCAN AYKUTALP,null,02108,40.758578,29.832986,AYKUTALP BÜFE,0,ÇENEDAĞ MAH.GÜNDOĞDU SOK.NO:20/B
0040001816,ESMA GÜNEŞ,GEBZE,02111,40.78929,29.373734,GÜNEŞ MARKET,0,OSMANGAZİ MAH.RECEP YAZICIOĞLU CAD.NO:44 DARICA
0040001823,HAMDİ ŞİMŞEK,null,02119,40.770847,29.826303,ŞİMŞEK BÜFE,0,FATİH SULTAN MEHMET MAH.ENGİN CAD.NO:169/B
0040001826,MUSTAFA KESKİN,GEBZE,02122,40.75919,29.943218,KESKİN MARKET,0,Tatlıkuyu mah. Ahmet Pembe Güllü Bulvarı Mavi Kent C Blok No:28  
0040055551,Test Gerçek,null,55535,40.75919,29.943218,Test Gerçek,0,İzmir
0040001848,OĞUZHAN BALABAN,İZMİT,02167,40.767649,29.951908,ÇINAR BÜFE,0,MEHMET ALİ PARAŞA MAH. ZİNCİRKUYU CAD. NO:107/A İZMİT/KOCAELİ
0040001851,ERDİ TEKİN ,GEBZE,02170,40.75919,29.943218,TEKİN BÜFE,0,HACI HALİL MAH.1218 SOKAK İŞ MERKEZİ NO:2
0040001856,RECEP BULUT,null,02176,40.75919,29.943218,BULUT BÜFE,0,ABDİL İPEKÇİ MAH.ETHEM BEY CAD.NO:83
0040001861,ENES KELEŞOĞLU,DERİNCE,02181,40.780968,29.813079,TATLI BÜFE,0,YENİKENT MAH.GAZİ MUSTAFA KEMAL CAD.NO:61 DERİNCE/KOCAELİ
0040001866,TEMEL EFE ÇOLAK,null,02186,40.767539,29.949117,MAÇKALI GIDA,0,KADIKÖY MAH.BAĞDAY CAD.NO:110/A
0040001867,ALİ ÖZKUL,null,02187,40.766808,29.827277,ÖZKUL GIDA,0,SIRRI PAŞA MAH.ENGİN CAD.NO:119/A
0040001868,YAPRAK ÇİÇEK ,GEBZE,02188,40.75919,29.943218,ÇİÇEK KIRTASİYE,0,OSMANGAZİ MAH. ATATÜRK CAD. NO:324
0040001877,HALİLCAN ÖZER,GEBZE,02197,40.75919,29.943218,ÖZER MARKET,0,ÇAYIROVA MAH. FATİH CAD. NO:100/B 
0040001881,CANAN KARACA,null,02201,40.810163,29.980656,KARMAN MARKET,0,SEPETÇİ MAH.BARAJİ MEVKİ KİME EVLERİ NO:75/A
0040001884,OKTAY UZUN,GEBZE,02204,40.75919,29.943218,UZUN BÜFE,0,KÖŞKLÜ ÇEŞME MAH.YENİ BAĞDAT CAD. NO:208 
0040001885,MUSTAFA BİTİK,null,02205,40.765733,29.959994,CLAASS MARKET,0,YENİŞEHİR MAH.ARDA SOK.NO:23/A
0040001886,BARIŞ ATAY,null,02206,40.766647,29.933353,YAYLA BAKKAL,0,ÇUKURBAĞ MAH.NO:177 
0040001906,HALİL İBRAHİM ÖZDURAK,null,02245,40.7754335,29.7717149,ÜMİT MARKET,0,ÇAMLITEPE MAH.YUNUS EMRE CAD.NO:75/A
0040001907,AKBAŞ SOSYAL HİZMETLER GIDA LTD.ŞTİ.,GEBZE,02246,40.75919,29.943218,AKBAŞ BÜFE,0,İSTASYON MAH. 1426 SOKAK  NO:28
0040001913,AHMET OĞUL,null,02269,40.7625106,29.8640526,OĞUL MARKET,0,ŞİRİNTEPE MAH. ASUMAN SOK.NO:34/A
0040001916,ERCAN BORAZAN,null,02272,40.754986,29.816652,UMUT MARKET,0,DUMLUPINAR MAH.CUMHURİYET CAD.NO:45
0040001919,MURAT ALAN ,GEBZE,02305,40.75919,29.943218,ALAN BÜFE,0,17 AĞUSTOS MAH.HEREKE KALICI KONUT İŞ MERKEZİ NO:4
0040001927,SONER UÇAR,null,02314,40.7629991,29.923448,ASYA BÜFE,0,TEPECİK MAH.İSTİKLAL CAD.NO:5/B
0040001935,RAMAZAN TUNCEL,null,02323,40.7502617,29.8026657,UMUT GIDA,0,YAVUZ SULTAN MAH.RIHTIM CAD.NO:48/A
0040001798,UĞUR SELİM ÜNAL,null,02060,40.776928,29.929021,TURAN MARKET,0,ORHAN MAH.KAMERLİ SOK.NO:1/1
0040001803,YÜCEL TURSUN,null,02065,40.77607,29.938028,TOPÇULAR MARKET,0,TOPÇULAR MAH.UYGAR SOK.NO:97/A
0040001811,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,null,02104,40.75919,29.943218,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,0,İZMİT
0040001811,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,null,02103,40.75919,29.943218,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,0,İZMİT
0040001811,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,null,02101,40.75919,29.943218,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,0,İZMİT
0040001811,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,null,02102,40.75919,29.943218,ULAŞIM PARK AŞ ABONMAN KART BAYİLİĞİ,0,İZMİT
0040001814,SEVİM ÇAM ,GEBZE,02109,40.75919,29.943218,ÇAM BÜFE ,0,ABDİİPEKCİ MAH.1549.SOKAKNO:18/C
0040001827,MUSTAFA KAVARTKURT,null,02123,40.765045,29.911764,SALON BÜFE,0,KOZLUK MAH.İSTANBUL KARAYOLU CAD.İZMİT ATATÜRK KAPALI SAL.NO:11
