kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02068,40.735508,30.033039,KARTEPE KAYMAKAMLIK MİN. KOOP. ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02240,40.75919,29.943218,KANDIRA SAPAĞI İSTANBUL YÖNÜ,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02231,40.75919,29.943218,BAŞİSKELE SERDAR MAHALLESİ MUHTARLIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02230,40.75919,29.943218,DEĞİRMENDERE 4 YOL AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02155,40.75919,29.943218,ULAŞIMPARK TVM BAYİLİĞİ,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02149,40.812553,29.419628,GEBZE MEVLANA KAPALI PAZARYERİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02073,40.784248,29.61529,HEREKE MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02011,41.144991,30.310647,KANDIRA KARAAĞAÇ MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02152,40.795109,29.42313,GEBZE AYŞECİK PARKI ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02147,40.767335,29.790376,KÖRFEZ N. ERBAKAN KÜLTÜR MERKEZİ K. PAZARYERİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02143,40.75919,29.943218,GÜLTEPE KÜLTÜR MERKEZİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02140,40.782081,29.432964,GEBZE BARIŞ MAHALLESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02130,40.769868,29.42803,GEBZE ESKİHİSAR MAHALLE MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02093,40.702152,29.661304,KARAMÜRSEL EREĞLİ MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02086,40.702659,29.825635,GÖLCÜK ŞİRİNKÖY AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02081,40.86461,29.588394,DİLOVASI KÖSELER MAH. TOKİ CAMİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02079,40.699807,29.951457,BAŞİSKELE AYDINKENT CAMİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02074,40.78638,29.97086,İZMİT YEŞİLOVA MEVKİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02071,40.778358,29.37624,DARICA TUZLA CADDESİ NENEHATUN STADI YANI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02003,41.169651,30.227158,KANDIRA KEFKEN MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01999,40.775561,29.747121,KÖRFEZ HACI OSMAN MAH.  BAĞDAT CAD. BAĞDAT CAMİİ YANI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01994,40.69837,29.884733,BAŞİSKELE KOSTÜ MEVKİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02260,40.75919,29.943218,ULAŞIMPARK TVM BAYİLİĞİ,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02250,40.8205286,29.4592134,KİRAZPINAR HZ. OSMAN CAMİİ ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02243,40.75919,29.943218,KARTEPE UZUNTARLA KOOP. ÖNÜ,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02242,40.75919,29.943218,DARICA EMEK MH. MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02241,40.7037945,29.8020783,GÖLCÜK YUNUS EMRE MAH. MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02236,40.8041964,29.3898246,GEBZE BEYLİKBAĞI SARI CAMİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02146,40.807618,29.745763,KÖRFEZ İLİMTEPE AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02145,41.157196,30.197023,KANDIRA KERPE MİÇO CADDESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02139,40.761165,29.78731,KÖRFEZ BELLONA AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02070,40.775833,29.941417,İZMİT ERENLER CEDİT ALT MEVKİİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02050,40.692548,30.055063,KARTEPE SUADİYE MERKEZ CAMİ ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02013,40.71422,29.93533,BAŞİSKELE BELEDİYE ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02012,40.76138,29.936822,FUAR SAHİL TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01998,40.772276,29.810715,YENİKENT MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02092,40.90428,29.85277,DERİNCE İSHAKÇILAR AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02090,40.761304,29.930209,MİMAR SİNAN KÖPRÜSÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02087,40.752402,30.010661,KARTEPE TEPECİK MAHALLESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02072,40.74393,30.04866,KARTEPE ATAEVLER MUHTARLIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02047,40.693478,30.086726,KARTEPE BALABAN KÖYÜ MERKEZ CAMİİ ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02002,40.825572,29.475394,GEBZE KİRAZPINAR EMLAK KONUT 1. ETAP AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02001,40.758746,29.383795,GEBZE DARICA MERKEZ ZİRAAT BANK DURAĞI YANI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,02000,40.783984,29.411305,GEBZE MARMARAY DURAĞI YANI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01995,40.696792,29.870233,GÖLCÜK YAZLIK MERKEZ MAH. AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01993,40.750729,30.042895,KARTEPE ÇELİK HALAT DURAĞI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01976,40.7142752,29.9352362,BAŞİSKELE BELEDİYESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01911,40.772734,29.800926,KÖRFEZ KENT 3. ETAP,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01917,40.685119,29.922727,BAHÇECİK YEŞİLKENT AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01902,40.824272,29.465217,KİRAZPINAR 3. ETAP AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01930,40.795485,29.418861,BEYLİKBAĞI KÜLTÜR MERKEZİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01863,40.788112,29.556785,DİLOVASI DEVLET HASTANESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01856,40.776653,29.973187,OTOGAR HAT250 PERON TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01925,40.790778,29.871472,AKPINAR TOKİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01929,40.778239,29.405533,DARICA ADNAN MENDERES KÜLTÜR M. AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01927,40.760904,29.931603,SABANCI KÜLTÜR MERKEZİ TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01805,40.766345,29.899251,SEKA KAVŞAK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01802,40.799319,29.431844,MUSTAFA PAŞA AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01888,40.788911,29.389891,DARICA SIRASÖĞÜTLER AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01757,40.767035,29.902912,YENİDOĞAN AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01751,40.781129,29.946286,KENTKONUT 3-4 ETAP AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01729,40.709757,30.11077,DERBENT MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01723,40.701259,29.887366,YENİKÖY AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01783,40.760698,29.925054,HALKEVİ SAHİL AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01727,40.762266,29.784709,GEBZE DARICA MERKEZ ZİRAAT BANK DURAĞI YANI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01721,40.705882,29.838987,GÖLCÜK DEVLET HASTANESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01699,40.795132,29.459127,GEBZE OTOGAR AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01697,40.836997,29.393628,ÇAĞDAŞKENT TAKSİ DURAĞI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01614,40.762767,29.887204,PLAJYOLU TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01601,40.906606,29.208185,KARTAL TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01784,40.77096,30.00558,ALİKAHYA MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01781,40.792203,29.367588,DARICA HOSPITALPARK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01779,40.804933,29.440754,GEBZE BELEDİYE ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01770,40.745979,30.062359,ÖZDİLEK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01750,40.759479,29.979424,SEMBOL AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01749,40.707414,29.847444,GÖLCÜK ÇİFTLİK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01709,40.76179,29.896861,KONGRE MERKEZİ TRAMVAY AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01691,40.906573,29.208228,KARTAL-2 TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01627,40.775436,29.971725,KIRSAL TERMİNAL - TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01778,40.77237,29.57499,TAVŞANCIL MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01772,41.069583,30.152572,KANDIRA MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01762,40.782303,29.630843,HEREKE KIŞLADÜZÜ MUHTARLIK ÖNÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01761,40.718029,29.793707,DEĞİRMENDERE KAVŞAĞI AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01726,40.7684188,29.939693,SANTRAL AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01700,40.791718,29.490217,MUALLİMKÖY YURTKUR AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01698,40.775961,29.38873,NENEHATUN MUHTARLIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01694,40.826753,29.418631,MUTLU KENT AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01693,40.78558,29.541229,DİLOVASI BELEDİYE AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01563,40.783857,29.960787,ŞEHİR HASTANESİ TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01797,40.768337,29.939476,-,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01769,40.770602,29.751802,KÖRFEZ MİMAR SİNAN CADDESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01759,40.719942,29.82115,GÖLCÜK ANITPARK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01730,40.705192,30.026666,ARSLANBEY YERLEŞKESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01708,40.760555,29.906298,SEKA DEVLET HASTANESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01796,40.789487,29.945758,DÜNYA BANKASI MUHTARLIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01795,40.848074,29.424714,GEBZE GOSB AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01789,40.775232,29.782546,KÖRFEZ DEVLET HASTANESİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01773,40.776289,29.733908,KÖRFEZ KAMPÜS AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01748,40.688125,29.966631,YUKARI YUVACIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01733,40.741455,30.043967,KÖSEKÖY BAHÇELİEVLER AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01717,40.76203,29.92497,HALKEVİ-1 AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01653,40.722393,29.833481,GÖLCÜK İSKELE TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01771,40.745755,29.789472,TÜTÜNÇİFTLİK SAHİL AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01764,40.801722,29.645694,YUKARI HEREKE AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01731,40.695148,29.939818,DÖNGEL MUHTARLIK AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01720,40.705288,29.930576,BAŞİSKELE AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01696,40.812506,29.368812,ÇAYIROVA KÖPRÜSÜ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01562,40.811091,29.347054,GEBZE ÇAYIROVA METRO HATTI 1 TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01525,40.762199,29.892433,EĞİTİM KAMPÜSÜ TRAMVAY AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01346,40.762325,29.936268,FUAR TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01348,40.762139,29.926069,HALKEVİ TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01349,40.764099,29.876799,KURUÇEŞME TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01523,40.759739,29.386569,DARICA KENTÖNÜ TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01312,40.766683,29.951109,DOĞUKIŞLA TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01524,40.90857,29.314646,SABİHA GÖKÇEN HAVAALANI TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01341,40.767693,29.966605,YENİŞEHİR TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01339,40.77566,29.975603,TRAMVAY OTOGAR TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01347,40.762218,29.931799,YENİ CUMA TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01340,40.767396,29.974334,YAHYAKAPTAN TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01311,40.694144,29.614932,KARAMÜRSEL İSKELE TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01255,40.82412,29.920885,UMUTEPE PERON TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01248,40.691271,29.617281,KARAMÜRSEL TERMİNAL - TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01246,40.722077,29.784336,DEĞİRMENDERE İSKELE TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01245,40.764171,29.91352,ORDUEVİ-TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01251,41.068316,30.147539,KANDIRA-OTOGAR-TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01253,40.760599,29.387349,DARICA BELEDİYE TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01250,40.799791,29.430615,GEBZE ÇOBAN MUSTAFA PAŞA CAMİ-TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
